valence_true,arousal_true,valence_pred,arousal_pred,quadrant_true,quadrant_pred
1.0,0.0,0.6124953031539917,0.25340887904167175,happy,happy
-1.0,0.3333333432674408,-0.9996435046195984,-0.41000208258628845,angry,sad
1.0,-0.3333333432674408,0.9981622099876404,-0.2667038142681122,calm,calm
0.0,1.0,0.5903772115707397,0.536497175693512,happy,happy
1.0,1.0,0.9946673512458801,0.8098371028900146,happy,happy
0.6666666865348816,1.0,0.8311100602149963,-0.7453479766845703,happy,calm
1.0,0.0,0.9686124324798584,-0.9592604637145996,happy,calm
0.6666666865348816,0.0,-0.9969282150268555,-0.6233197450637817,happy,sad
1.0,0.0,-0.8699057698249817,-0.41889551281929016,happy,sad
-1.0,0.6666666865348816,-0.9943239092826843,0.967749297618866,angry,angry
0.0,1.0,0.9477525949478149,-0.9788194298744202,happy,calm
-1.0,0.6666666865348816,-0.9901948571205139,-0.1729748696088791,angry,sad
1.0,-0.3333333432674408,0.9139971137046814,-0.7005048990249634,calm,calm
1.0,-0.3333333432674408,0.2875177562236786,-0.862280011177063,calm,calm
0.6666666865348816,-0.3333333432674408,0.9956191778182983,0.9050393104553223,calm,happy
-1.0,0.3333333432674408,0.5673000812530518,-0.1345328688621521,angry,calm
1.0,1.0,0.9996197819709778,0.916386067867279,happy,happy
0.6666666865348816,0.6666666865348816,0.997087836265564,-0.9992554783821106,happy,calm
-1.0,0.0,-0.32635754346847534,0.7847632169723511,angry,angry
0.6666666865348816,0.0,0.9993717074394226,-0.7514814138412476,happy,calm
-1.0,1.0,0.7693175077438354,-0.78029865026474,angry,calm
1.0,0.6666666865348816,0.8689796328544617,0.2798355519771576,happy,happy
0.0,0.0,0.9978940486907959,-0.7682483792304993,happy,calm
-1.0,1.0,0.9441149830818176,-0.42195025086402893,angry,calm
0.0,1.0,-0.3040451407432556,0.9279287457466125,happy,angry
-1.0,-0.3333333432674408,-0.28104379773139954,-0.837281346321106,sad,sad
1.0,-0.3333333432674408,-0.5076460838317871,-0.6364609599113464,calm,sad
0.6666666865348816,-0.3333333432674408,0.9976574778556824,-0.13867856562137604,calm,calm
0.6666666865348816,0.0,0.9979248046875,0.20906981825828552,happy,happy
-1.0,-0.3333333432674408,0.9917039275169373,0.016371402889490128,sad,happy
1.0,-0.3333333432674408,-0.999596357345581,-0.5336270332336426,calm,sad
1.0,1.0,0.9999915957450867,-0.4008479118347168,happy,calm
1.0,0.0,0.9873113632202148,-0.9711079001426697,happy,calm
-1.0,1.0,0.9767921566963196,-0.7121408581733704,angry,calm
-1.0,1.0,-0.9887250065803528,0.003402642672881484,angry,angry
0.6666666865348816,0.3333333432674408,0.9988604784011841,0.9949665665626526,happy,happy
1.0,0.6666666865348816,0.9980774521827698,-0.10618158429861069,happy,calm
0.6666666865348816,0.3333333432674408,0.7205753326416016,0.4655160903930664,happy,happy
1.0,0.3333333432674408,0.7623713612556458,-0.944446861743927,happy,calm
0.6666666865348816,0.3333333432674408,-0.4587841033935547,0.7364215850830078,happy,angry
1.0,0.3333333432674408,0.9970341324806213,0.1822105497121811,happy,happy
1.0,0.0,0.9993376135826111,-0.9452288746833801,happy,calm
-1.0,0.3333333432674408,0.023941906169056892,-0.9582939743995667,angry,calm
0.0,0.0,0.9531033039093018,0.9790324568748474,happy,happy
0.0,-0.3333333432674408,0.995675265789032,0.5554535984992981,calm,happy
-1.0,0.6666666865348816,-0.7593775987625122,-0.2963956296443939,angry,sad
1.0,0.6666666865348816,-0.9724748730659485,-0.4572288691997528,happy,sad
-1.0,-0.3333333432674408,-0.872596263885498,-0.9102714657783508,sad,sad
0.6666666865348816,0.3333333432674408,0.9973430633544922,0.6946699023246765,happy,happy
1.0,1.0,0.9995906352996826,-0.9894383549690247,happy,calm
1.0,-0.3333333432674408,0.9796329736709595,-0.10560208559036255,calm,calm
1.0,0.0,0.9815754294395447,-0.041770271956920624,happy,calm
0.6666666865348816,-0.3333333432674408,0.9994065165519714,0.9912892580032349,calm,happy
1.0,0.0,0.986833393573761,0.7407857179641724,happy,happy
1.0,0.0,0.9995496869087219,-0.9506523013114929,happy,calm
0.6666666865348816,0.0,0.9985041618347168,0.21497498452663422,happy,happy
-1.0,-0.3333333432674408,0.9999014735221863,-0.9751409888267517,sad,calm
1.0,1.0,0.2298542559146881,-0.9962218999862671,happy,calm
0.6666666865348816,0.3333333432674408,0.9879828095436096,0.12774658203125,happy,happy
1.0,0.6666666865348816,0.9985529184341431,0.9792851209640503,happy,happy
-1.0,1.0,-0.868121325969696,-0.8894177079200745,angry,sad
0.6666666865348816,0.0,0.9797758460044861,0.6343482732772827,happy,happy
-1.0,1.0,-0.9948538541793823,-0.790132462978363,angry,sad
-1.0,-0.3333333432674408,0.9988173842430115,0.1807176023721695,sad,happy
0.0,0.3333333432674408,-0.9796813726425171,0.9543421268463135,happy,angry
0.6666666865348816,0.3333333432674408,0.9944916367530823,-0.40092870593070984,happy,calm
0.0,1.0,-0.4750726819038391,0.8463547825813293,happy,angry
1.0,-0.3333333432674408,0.9999415874481201,-0.9603360891342163,calm,calm
-1.0,0.0,-0.9598799347877502,-0.2652130722999573,angry,sad
0.0,1.0,-0.9990135431289673,0.9929680228233337,happy,angry
0.0,0.0,-0.7646608352661133,-0.753993809223175,happy,sad
0.0,0.0,-0.8525400757789612,-0.963859498500824,happy,sad
1.0,0.0,0.9406588673591614,0.5708733797073364,happy,happy
0.6666666865348816,-0.3333333432674408,0.9996375441551208,-0.309120774269104,calm,calm
1.0,0.6666666865348816,0.9884452223777771,0.4085138142108917,happy,happy
0.0,0.0,0.999220073223114,0.508683443069458,happy,happy
0.0,0.0,-0.8826456069946289,-0.963212251663208,happy,sad
-1.0,1.0,-0.9774218201637268,0.6213202476501465,angry,angry
1.0,1.0,0.4695567190647125,0.9828302264213562,happy,happy
1.0,1.0,0.9930257201194763,-0.9140990972518921,happy,calm
-1.0,1.0,0.7668095231056213,0.5017082095146179,angry,happy
-1.0,0.6666666865348816,-0.9996779561042786,0.9967871308326721,angry,angry
0.0,1.0,-0.3960195481777191,-0.9202899932861328,happy,sad
0.6666666865348816,0.0,0.9724249839782715,-0.4341103732585907,happy,calm
1.0,1.0,0.8233065605163574,0.47359904646873474,happy,happy
-1.0,-0.3333333432674408,-0.9573721885681152,-0.20388731360435486,sad,sad
-1.0,1.0,-0.9916351437568665,0.616387128829956,angry,angry
-1.0,1.0,0.9989938735961914,-0.3169701099395752,angry,calm
1.0,0.3333333432674408,0.9396645426750183,-0.5690402388572693,happy,calm
0.6666666865348816,0.6666666865348816,0.9997425079345703,-0.9369054436683655,happy,calm
0.6666666865348816,0.0,0.8802322149276733,-0.9075794816017151,happy,calm
0.6666666865348816,0.0,0.7634298801422119,-0.9932160377502441,happy,calm
0.6666666865348816,0.0,0.7509252429008484,-0.939987063407898,happy,calm
-1.0,1.0,-0.4723299741744995,-0.29895344376564026,angry,sad
1.0,-0.3333333432674408,0.8366132378578186,0.6522048115730286,calm,happy
1.0,0.0,-0.5380920171737671,-0.9990717768669128,happy,sad
1.0,1.0,0.9862634539604187,-0.7997998595237732,happy,calm
1.0,0.3333333432674408,0.9991512298583984,0.09138740599155426,happy,happy
1.0,0.3333333432674408,0.9190702438354492,-0.2867085337638855,happy,calm
-1.0,1.0,-0.7058325409889221,0.8841029405593872,angry,angry
-1.0,1.0,-0.9957109689712524,-0.9526795744895935,angry,sad
-1.0,-0.3333333432674408,0.9790679216384888,0.7597147226333618,sad,happy
0.6666666865348816,-0.3333333432674408,0.9932631850242615,-0.5970147848129272,calm,calm
1.0,1.0,0.9969664216041565,-0.5255758166313171,happy,calm
-1.0,0.6666666865348816,-0.9882808327674866,0.84760981798172,angry,angry
0.6666666865348816,-0.3333333432674408,0.12633900344371796,0.2795770764350891,calm,happy
0.6666666865348816,-0.3333333432674408,0.9999910593032837,-0.5071719288825989,calm,calm
-1.0,0.0,0.993114709854126,-0.006125606130808592,angry,calm
1.0,1.0,0.9997897148132324,-0.7347840070724487,happy,calm
1.0,0.0,0.9974427223205566,-0.8287733793258667,happy,calm
-1.0,0.6666666865348816,-0.9807988405227661,0.5799471735954285,angry,angry
1.0,1.0,0.9880689382553101,-0.7269299030303955,happy,calm
0.6666666865348816,-0.3333333432674408,0.01702137291431427,0.29692792892456055,calm,happy
1.0,1.0,0.9707687497138977,-0.7260361909866333,happy,calm
0.6666666865348816,-0.3333333432674408,0.9974298477172852,-0.8858259916305542,calm,calm
1.0,1.0,0.9960445761680603,-0.999180018901825,happy,calm
1.0,1.0,0.9933630228042603,0.4176331162452698,happy,happy
0.0,1.0,0.9997360706329346,0.595117449760437,happy,happy
0.6666666865348816,0.0,-0.9669731259346008,-0.03390391543507576,happy,sad
-1.0,1.0,-0.998846173286438,-0.6227579712867737,angry,sad
0.6666666865348816,0.0,0.8283705115318298,-0.8959137201309204,happy,calm
0.6666666865348816,0.0,0.9999964237213135,-0.7016342282295227,happy,calm
0.6666666865348816,0.0,0.858214259147644,-0.4378450810909271,happy,calm
-1.0,0.0,0.9439498782157898,-0.9018128514289856,angry,calm
-1.0,0.3333333432674408,0.8724221587181091,-0.7506890892982483,angry,calm
0.0,0.0,0.5529542565345764,-0.6909646987915039,happy,calm
0.6666666865348816,-0.3333333432674408,0.9992042183876038,0.4151797592639923,calm,happy
0.6666666865348816,-0.3333333432674408,0.9409750699996948,-0.8354706168174744,calm,calm
0.6666666865348816,0.0,-0.9309930205345154,-0.18999254703521729,happy,sad
1.0,0.6666666865348816,0.9999576210975647,0.5275832414627075,happy,happy
1.0,0.0,0.7340975403785706,-0.8553233742713928,happy,calm
-1.0,1.0,0.022122278809547424,-0.33225151896476746,angry,calm
1.0,0.0,0.9985799193382263,0.785138726234436,happy,happy
-1.0,1.0,0.7810734510421753,-0.9931768178939819,angry,calm
0.0,0.0,0.9986909627914429,0.6380670666694641,happy,happy
0.6666666865348816,0.0,0.9995303750038147,-0.978183388710022,happy,calm
-1.0,-0.3333333432674408,-0.35754579305648804,-0.42045676708221436,sad,sad
-1.0,0.0,-0.9993327856063843,0.4294203519821167,angry,angry
0.0,0.0,0.9950595498085022,0.9207896590232849,happy,happy
1.0,-0.3333333432674408,0.9986337423324585,-0.8777344226837158,calm,calm
0.6666666865348816,-0.3333333432674408,0.3463480770587921,-0.8993918895721436,calm,calm
1.0,0.0,0.9984694123268127,-0.23097924888134003,happy,calm
0.6666666865348816,0.3333333432674408,0.997891902923584,-0.5975366234779358,happy,calm
0.0,1.0,0.5049003958702087,-0.7587393522262573,happy,calm
1.0,1.0,0.6499003171920776,-0.6897908449172974,happy,calm
0.6666666865348816,-0.3333333432674408,0.874252438545227,-0.4794250726699829,calm,calm
0.0,0.0,-0.9999904632568359,0.9336151480674744,happy,angry
1.0,0.0,0.9845035076141357,0.8627465963363647,happy,happy
0.6666666865348816,-0.3333333432674408,0.9929596185684204,0.29717856645584106,calm,happy
0.6666666865348816,1.0,-0.5032761096954346,-0.33630532026290894,happy,sad
1.0,-0.3333333432674408,0.9995954632759094,0.947039783000946,calm,happy
-1.0,-0.3333333432674408,0.8306634426116943,-0.9707663655281067,sad,calm
1.0,-0.3333333432674408,0.9944091439247131,-0.3250860273838043,calm,calm
0.0,0.0,-0.9631723165512085,0.8172606229782104,happy,angry
0.6666666865348816,0.0,0.9850168228149414,-0.4641627371311188,happy,calm
1.0,0.0,0.9987131357192993,-0.42379361391067505,happy,calm
1.0,0.3333333432674408,0.99978107213974,0.5201124548912048,happy,happy
0.6666666865348816,-0.3333333432674408,0.9999768733978271,-0.8765133023262024,calm,calm
1.0,0.6666666865348816,0.9887256622314453,-0.9842925667762756,happy,calm
-1.0,-0.3333333432674408,0.9995883703231812,-0.8419111371040344,sad,calm
0.0,0.0,0.9942389130592346,-0.9957633018493652,happy,calm
1.0,1.0,0.9883195161819458,-0.5169405937194824,happy,calm
1.0,1.0,0.9056519269943237,0.4430464804172516,happy,happy
0.6666666865348816,0.0,0.9561012387275696,-0.3236829936504364,happy,calm
0.0,-0.3333333432674408,-0.9807044267654419,0.6441930532455444,calm,angry
1.0,0.0,0.4058409333229065,0.07917973399162292,happy,happy
-1.0,0.6666666865348816,-0.9595435857772827,0.8946583867073059,angry,angry
0.6666666865348816,0.0,-0.21338334679603577,-0.9991487860679626,happy,sad
-1.0,0.3333333432674408,-0.2514524757862091,-0.641476571559906,angry,sad
1.0,1.0,0.9881790280342102,0.16424596309661865,happy,happy
1.0,0.6666666865348816,0.9799560308456421,0.3667726218700409,happy,happy
1.0,1.0,0.9987136721611023,-0.9622659087181091,happy,calm
0.0,-0.3333333432674408,-0.9864650368690491,0.6414656639099121,calm,angry
1.0,0.0,0.6230866312980652,-0.1104605421423912,happy,calm
0.0,0.3333333432674408,0.6813517808914185,0.9498594999313354,happy,happy
-1.0,0.6666666865348816,-0.9628291130065918,0.7339934706687927,angry,angry
0.0,1.0,0.561912477016449,-0.6213455200195312,happy,calm
1.0,1.0,0.5382393002510071,0.5193356871604919,happy,happy
0.0,0.0,0.9978864192962646,-0.7454406023025513,happy,calm
0.0,0.0,0.9973217248916626,-0.9944844245910645,happy,calm
-1.0,1.0,-0.9430674314498901,-0.9935155510902405,angry,sad
1.0,0.0,0.9993293285369873,-0.3930695950984955,happy,calm
0.6666666865348816,0.0,0.9982491731643677,0.06464923918247223,happy,happy
-1.0,1.0,-0.974368155002594,0.6135435104370117,angry,angry
1.0,0.3333333432674408,0.022651853039860725,-0.919650137424469,happy,calm
0.0,0.0,0.8544933199882507,-0.23652717471122742,happy,calm
1.0,-0.3333333432674408,0.7637834548950195,-0.3799907863140106,calm,calm
0.0,0.0,0.964074432849884,-0.8444923162460327,happy,calm
-1.0,1.0,0.3117104172706604,-0.5864427089691162,angry,calm
0.0,0.6666666865348816,-0.988358199596405,0.8360607624053955,happy,angry
1.0,1.0,0.9993776082992554,-0.9510579705238342,happy,calm
0.6666666865348816,1.0,-0.9984132051467896,0.9957732558250427,happy,angry
-1.0,0.0,-0.9952818751335144,0.998019278049469,angry,angry
1.0,0.0,0.9972191452980042,-0.30211731791496277,happy,calm
-1.0,0.3333333432674408,-0.9192755818367004,0.5299668908119202,angry,angry
1.0,-0.3333333432674408,0.9788879156112671,-0.5875111818313599,calm,calm
0.6666666865348816,0.3333333432674408,0.9983426332473755,0.565808892250061,happy,happy
1.0,0.0,0.8140217661857605,-0.9670172333717346,happy,calm
1.0,0.0,0.989288866519928,0.8920525312423706,happy,happy
-1.0,1.0,-0.9855405688285828,0.16108985245227814,angry,angry
1.0,1.0,-0.6674329042434692,-0.9847905039787292,happy,sad
0.6666666865348816,0.3333333432674408,0.9999324083328247,-0.43281152844429016,happy,calm
1.0,0.3333333432674408,0.7432194948196411,-0.9286180138587952,happy,calm
-1.0,0.3333333432674408,-0.8928626179695129,0.5404462218284607,angry,angry
1.0,0.0,0.9999412298202515,-0.9823328256607056,happy,calm
-1.0,0.0,0.43183961510658264,0.6264396905899048,angry,happy
1.0,0.3333333432674408,0.8854285478591919,0.565323531627655,happy,happy
-1.0,1.0,-0.7210382223129272,-0.5888943672180176,angry,sad
0.0,0.6666666865348816,0.4329649806022644,-0.8967807292938232,happy,calm
-1.0,0.0,0.9849447011947632,-0.03840972110629082,angry,calm
1.0,1.0,0.9961313009262085,-0.45001280307769775,happy,calm
0.0,1.0,0.761853039264679,-0.6361708641052246,happy,calm
0.6666666865348816,0.0,0.9711744785308838,-0.15633563697338104,happy,calm
1.0,0.3333333432674408,0.9994528293609619,0.6619156002998352,happy,happy
0.0,-0.3333333432674408,0.9839025735855103,-0.9959448575973511,calm,calm
0.6666666865348816,-0.3333333432674408,0.9988660216331482,-0.005525288637727499,calm,calm
0.6666666865348816,0.0,0.9998564124107361,0.7058219909667969,happy,happy
0.6666666865348816,-0.3333333432674408,0.9998905062675476,-0.0956614762544632,calm,calm
-1.0,0.0,-0.9996394515037537,0.999165952205658,angry,angry
1.0,1.0,-0.4935857057571411,0.2737995386123657,happy,angry
0.6666666865348816,0.3333333432674408,0.986322283744812,0.9430306553840637,happy,happy
0.6666666865348816,0.3333333432674408,0.5220544338226318,-0.9971393346786499,happy,calm
1.0,-0.3333333432674408,0.9990587830543518,0.5366804599761963,calm,happy
1.0,0.0,0.99788898229599,0.656774640083313,happy,happy
-1.0,0.6666666865348816,0.9945539236068726,-0.2492028921842575,angry,calm
-1.0,0.0,0.5800045132637024,-0.6063390970230103,angry,calm
0.6666666865348816,0.0,-0.9423453211784363,-0.8239209651947021,happy,sad
-1.0,0.0,0.9469465613365173,0.7974467277526855,angry,happy
0.6666666865348816,-0.3333333432674408,0.9490000605583191,-0.6767770051956177,calm,calm
1.0,0.0,0.9988622665405273,-0.4418562054634094,happy,calm
0.6666666865348816,0.0,0.9067622423171997,-0.9623289108276367,happy,calm
-1.0,1.0,-0.9699350595474243,-0.6921332478523254,angry,sad
-1.0,1.0,0.44429829716682434,-0.4300224483013153,angry,calm
0.6666666865348816,0.0,0.9990106225013733,0.07023031264543533,happy,happy
1.0,0.3333333432674408,-0.9792677164077759,0.9211161732673645,happy,angry
-1.0,0.3333333432674408,-0.0470615029335022,-0.6726821064949036,angry,sad
1.0,0.0,0.8700999617576599,-0.23167461156845093,happy,calm
-1.0,0.3333333432674408,-0.9925389289855957,-0.9733701944351196,angry,sad
1.0,0.0,0.999782919883728,0.13708972930908203,happy,happy
1.0,0.3333333432674408,0.9609901905059814,0.03840816020965576,happy,happy
1.0,0.0,0.2584105134010315,-0.27528780698776245,happy,calm
0.0,0.0,0.9989253878593445,-0.9800768494606018,happy,calm
0.0,0.0,-0.9908570051193237,-0.9889674186706543,happy,sad
-1.0,1.0,-0.956118106842041,0.8530372381210327,angry,angry
1.0,0.0,-0.07952222228050232,0.27905431389808655,happy,angry
1.0,-0.3333333432674408,0.9990779161453247,-0.9285666942596436,calm,calm
-1.0,1.0,0.9124077558517456,-0.3810734748840332,angry,calm
0.0,0.3333333432674408,-0.18327103555202484,-0.03817439079284668,happy,sad
-1.0,0.3333333432674408,0.8999161720275879,-0.9592459797859192,angry,calm
1.0,1.0,0.9836123585700989,-0.7381478548049927,happy,calm
0.6666666865348816,1.0,0.7697939872741699,0.07344107329845428,happy,happy
1.0,1.0,0.18363715708255768,-0.7260484099388123,happy,calm
-1.0,-0.3333333432674408,-0.9987558722496033,0.6767029762268066,sad,angry
1.0,0.3333333432674408,0.9997137784957886,-0.7957024574279785,happy,calm
1.0,0.0,0.6821227669715881,-0.5761854648590088,happy,calm
1.0,0.0,0.00361781008541584,0.8322941660881042,happy,happy
0.6666666865348816,0.3333333432674408,0.9998716711997986,0.4762157201766968,happy,happy
-1.0,1.0,-0.9998091459274292,0.005044780671596527,angry,angry
0.0,0.0,-0.9996024966239929,0.9058175683021545,happy,angry
0.6666666865348816,0.6666666865348816,0.7440686821937561,0.840619683265686,happy,happy
-1.0,-0.3333333432674408,0.9756214022636414,-0.6703125834465027,sad,calm
0.6666666865348816,0.3333333432674408,-0.11035917699337006,0.9643983244895935,happy,angry
0.6666666865348816,-0.3333333432674408,0.9699400663375854,-0.9773452281951904,calm,calm
1.0,0.0,0.8511840105056763,-0.7200830578804016,happy,calm
1.0,0.0,0.9673410058021545,-0.669141948223114,happy,calm
-1.0,1.0,-0.8630151152610779,-0.17872515320777893,angry,sad
1.0,0.0,0.5204908847808838,-0.0811837762594223,happy,calm
1.0,1.0,0.8336030840873718,-0.8584390878677368,happy,calm
0.6666666865348816,0.3333333432674408,0.9999106526374817,0.43177828192710876,happy,happy
1.0,0.0,0.9997294545173645,-0.934102475643158,happy,calm
0.0,1.0,-0.38456302881240845,-0.8694952726364136,happy,sad
0.6666666865348816,0.3333333432674408,-0.8945897817611694,-0.7495068311691284,happy,sad
-1.0,1.0,-0.8961144685745239,-0.37535804510116577,angry,sad
-1.0,1.0,-0.9228095412254333,0.9903598427772522,angry,angry
1.0,0.3333333432674408,0.9431012272834778,0.47730734944343567,happy,happy
0.0,0.0,0.9647936820983887,-0.4425690472126007,happy,calm
1.0,0.6666666865348816,0.9999946355819702,0.0960519090294838,happy,happy
1.0,0.6666666865348816,0.9782471656799316,0.838715136051178,happy,happy
0.6666666865348816,0.3333333432674408,0.9993735551834106,-0.9455925822257996,happy,calm
-1.0,1.0,-0.9993144869804382,0.8489063382148743,angry,angry
0.6666666865348816,0.3333333432674408,0.9999998211860657,-0.972771942615509,happy,calm
-1.0,-0.3333333432674408,0.9993302226066589,-0.7665337324142456,sad,calm
0.0,-0.3333333432674408,0.9947677850723267,-0.8748496174812317,calm,calm
-1.0,0.0,0.9998249411582947,-0.9690089821815491,angry,calm
-1.0,1.0,0.9819967746734619,-0.9626594185829163,angry,calm
1.0,1.0,0.999721348285675,0.04465571045875549,happy,happy
0.0,1.0,0.1674816608428955,-0.9962584972381592,happy,calm
1.0,-0.3333333432674408,-0.5740421414375305,-0.9996269345283508,calm,sad
1.0,-0.3333333432674408,0.9978931546211243,-0.7576060891151428,calm,calm
0.0,1.0,-0.9990320205688477,-0.9713429808616638,happy,sad
1.0,0.0,0.9985671043395996,-0.5866451859474182,happy,calm
0.6666666865348816,-0.3333333432674408,0.9691362380981445,-0.34101778268814087,calm,calm
0.6666666865348816,0.0,0.9384801387786865,0.33123576641082764,happy,happy
-1.0,0.3333333432674408,0.9998104572296143,-0.60025554895401,angry,calm
-1.0,0.6666666865348816,-0.991040825843811,0.10224410891532898,angry,angry
0.6666666865348816,0.0,0.9999427795410156,-0.911798894405365,happy,calm
1.0,-0.3333333432674408,0.9965640306472778,-0.7629132270812988,calm,calm
0.0,1.0,0.9993361234664917,-0.42405620217323303,happy,calm
0.0,-0.3333333432674408,0.9837704300880432,0.559257447719574,calm,happy
0.6666666865348816,0.0,0.9972633719444275,0.7946567535400391,happy,happy
0.0,-0.3333333432674408,-0.08770662546157837,0.08594323694705963,calm,angry
0.6666666865348816,-0.3333333432674408,0.731697678565979,-0.9863438606262207,calm,calm
0.0,1.0,0.9671183228492737,-0.9006238579750061,happy,calm
-1.0,0.6666666865348816,-0.8077638149261475,-0.17747239768505096,angry,sad
0.0,1.0,0.5312889218330383,-0.5425581932067871,happy,calm
1.0,1.0,0.9807900786399841,0.41305261850357056,happy,happy
1.0,0.0,0.9893743991851807,0.22882919013500214,happy,happy
1.0,0.3333333432674408,0.4218551218509674,-0.11635182797908783,happy,calm
1.0,-0.3333333432674408,0.9981431365013123,0.7100298404693604,calm,happy
0.0,1.0,0.9705743193626404,-0.2917024791240692,happy,calm
-1.0,1.0,-0.9859186410903931,-0.1491638869047165,angry,sad
1.0,-0.3333333432674408,0.06143972650170326,0.6364971995353699,calm,happy
1.0,1.0,0.9214441776275635,0.31951475143432617,happy,happy
1.0,0.3333333432674408,0.9831373691558838,0.6231558322906494,happy,happy
-1.0,1.0,-0.9092116951942444,-0.9443755745887756,angry,sad
-1.0,1.0,0.9400743842124939,0.45615291595458984,angry,happy
0.6666666865348816,0.6666666865348816,0.8792977929115295,-0.43854689598083496,happy,calm
1.0,0.6666666865348816,0.8759031891822815,0.8571478724479675,happy,happy
1.0,1.0,0.8560305237770081,0.9491567611694336,happy,happy
0.6666666865348816,0.6666666865348816,0.8691862225532532,0.83432537317276,happy,happy
1.0,-0.3333333432674408,0.9986969232559204,0.9431633353233337,calm,happy
1.0,0.0,0.999943733215332,0.15228937566280365,happy,happy
0.0,0.0,0.9956254959106445,0.6547004580497742,happy,happy
-1.0,0.0,-0.870498776435852,0.566708505153656,angry,angry
-1.0,1.0,-0.9999771118164062,0.9725749492645264,angry,angry
1.0,0.0,0.6558240056037903,0.25192996859550476,happy,happy
-1.0,-0.3333333432674408,0.9999434351921082,0.9549422860145569,sad,happy
1.0,1.0,0.9880377054214478,-0.5810304284095764,happy,calm
-1.0,0.0,0.9730396866798401,-0.9213542342185974,angry,calm
0.6666666865348816,0.3333333432674408,0.9996116757392883,-0.35913705825805664,happy,calm
0.6666666865348816,0.0,0.9927213191986084,-0.7097317576408386,happy,calm
1.0,-0.3333333432674408,0.9857286810874939,0.2668193578720093,calm,happy
-1.0,0.6666666865348816,-0.9993590116500854,0.9935718774795532,angry,angry
-1.0,0.6666666865348816,0.7723907232284546,0.46297502517700195,angry,happy
1.0,-0.3333333432674408,0.9941992163658142,-0.753957986831665,calm,calm
0.6666666865348816,0.0,0.8657192587852478,-0.8973782658576965,happy,calm
0.6666666865348816,1.0,-0.2876758277416229,0.5758044123649597,happy,angry
0.0,1.0,0.7155851125717163,-0.8427236676216125,happy,calm
1.0,-0.3333333432674408,0.9977275133132935,0.6311396956443787,calm,happy
0.6666666865348816,-0.3333333432674408,0.801193118095398,-0.7160943150520325,calm,calm
0.0,0.0,0.9998552203178406,-0.8935175538063049,happy,calm
-1.0,0.3333333432674408,0.9774829149246216,0.9393768310546875,angry,happy
1.0,0.0,0.7777101397514343,-0.5667871832847595,happy,calm
1.0,0.6666666865348816,-0.9313130378723145,-0.9799280166625977,happy,sad
1.0,0.0,0.9821277856826782,0.8905853629112244,happy,happy
-1.0,0.0,-0.9932354688644409,-0.14069469273090363,angry,sad
0.0,-0.3333333432674408,0.9820587038993835,0.9853367209434509,calm,happy
-1.0,1.0,0.8583091497421265,-0.5554038286209106,angry,calm
0.0,-0.3333333432674408,0.9862678647041321,-0.8851748108863831,calm,calm
1.0,0.3333333432674408,0.988964855670929,0.25332269072532654,happy,happy
