video_id,Stablization,gt_mean_valence,gt_mean_arousal,mean_scene_valence,mean_scene_arousal,coverage_scene,mae_scene_valence,mae_scene_arousal,var_scene_valence,var_scene_arousal,mean_face_valence,mean_face_arousal,coverage_face,mae_face_valence,mae_face_arousal,var_face_valence,var_face_arousal,mean_fusion_valence,mean_fusion_arousal,coverage_fusion,mae_fusion_valence,mae_fusion_arousal,var_fusion_valence,var_fusion_arousal,face_valence_std_dev,face_arousal_std_dev,scene_valence_std_dev,scene_arousal_std_dev,face_beats_fusion_valence,scene_beats_fusion_valence,face_beats_fusion_arousal,scene_beats_fusion_arousal,delta_mae_scene_valence,delta_mae_scene_arousal,delta_mae_face_valence,delta_mae_face_arousal,delta_mae_fusion_valence,delta_mae_fusion_arousal,export_timestamp
102,False,0.08350980863541665,0.24663254961932046,0.0734562071391561,-0.04799476295828067,,0.010053601496260556,0.2946273125776011,0.0005974884138392421,6.0609677142642185e-05,-0.15790557691304266,0.24815792595524985,0.9473684210526315,0.24141538554845932,0.0015253763359293904,0.0001690633674759233,0.0001881515671103097,-0.08919581086389275,0.04943807451400511,,0.1727056194993094,0.19719447510531535,9.747477129319256e-05,2.536997969292468e-05,0.013002436982193888,0.013716835171070247,0.02444357612623902,0.007785221714417785,False,True,True,False,0.00967142774658114,-0.00574855374840183,0.0008516191246195071,0.000716485567160946,-0.002211737760976523,-0.0074664620792515846,20251006_144126
102,True,0.08350980863541665,0.24663254961932046,0.06378477939257496,-0.042246209209878816,,0.019725029242841696,0.2888787588291993,0.0006077899516606861,6.550295676771029e-05,-0.15875719603766217,0.2488744115224108,0.9473684210526315,0.24226700467307882,0.0022418619030903364,0.00017068610322294305,0.0001905481001360034,-0.08698407310291623,0.056904536593256706,,0.17049388173833288,0.18972801302606376,9.665600185202353e-05,2.228641606683561e-05,0.013064689174371622,0.013803916115943454,0.024653396351429678,0.00809338969577706,False,True,True,False,0.00967142774658114,-0.00574855374840183,0.0008516191246195071,0.000716485567160946,-0.002211737760976523,-0.0074664620792515846,20251006_144126
103,False,0.16143194802022523,0.3002708449537403,0.06873676843947339,-0.053001629460803154,,0.09269517958075184,0.35327247441454346,0.0005337700567346861,5.9942426652952595e-05,-0.1582416870450187,0.24774432519657744,0.9473684210526315,0.31967363506524393,0.052526519757162854,0.00016853958691357353,0.00018919039136961396,-0.08142389089140345,0.04714943204513046,,0.24285583891162868,0.25312141290860984,0.00010833162211778635,2.2279187287388822e-05,0.012982279727134735,0.013754649809050536,0.02310346417173594,0.007742249456905441,False,True,True,False,0.026668746017030412,-0.012134405036640428,-9.476456727919302e-05,-0.0003903665256479727,0.022681847270227234,-0.015706106778812567,20251006_144126
103,True,0.16143194802022523,0.3002708449537403,0.04206802242244298,-0.04086722442416271,,0.11936392559778225,0.34113806937790303,0.0006297239887935486,9.141381085206758e-05,-0.15814692247773948,0.2481346917222254,0.9473684210526315,0.31957887049796474,0.05213615323151488,0.00017213249732787002,0.00019156566780753303,-0.1041057381616307,0.06285553882394303,,0.2655376861818559,0.23741530612979728,0.0001331567989294206,3.7267023223029444e-05,0.01311992748942882,0.01384072497405873,0.025094301918833058,0.009561056994499488,False,True,True,False,0.026668746017030412,-0.012134405036640428,-9.476456727919302e-05,-0.0003903665256479727,0.022681847270227234,-0.015706106778812567,20251006_144126
104,False,-0.2932705956197985,-0.14822021912356564,0.12573339108413062,-0.04801242608176191,,0.41900398670392913,0.10020779304180374,0.0007906126109576622,9.305453770721763e-05,-0.2463628968308595,0.22328152205972446,0.9746835443037974,0.04690769878893902,0.3715017411832901,0.0006795096036621919,0.000507093553340877,-0.06719581628663786,0.04324870875853427,,0.22607477933316067,0.1914689278820999,0.00020312904805570495,4.4910936559653414e-05,0.026067405004376477,0.02251873782743778,0.028117834393097597,0.009646477994958451,True,False,False,True,-0.002336817145158987,0.0023384254198827725,-0.002644227022200324,0.001094743930855624,-0.02334782865096241,-0.006846279244868525,20251006_144126
104,True,-0.2932705956197985,-0.14822021912356564,0.12339657393897165,-0.04567400066187912,,0.41666716955877015,0.10254621846168652,0.0009926315647651807,0.00010136993673394508,-0.24900712385305981,0.22437626599058008,0.9746835443037974,0.0442634717667387,0.3725964851141457,0.0006798733194785024,0.000501410917134127,-0.09054364493760027,0.03640242951366574,,0.20272695068219826,0.18462264863723138,0.00023733228901684324,4.58951127465672e-05,0.0260743805195541,0.022392206616011004,0.03150605600142901,0.010068263839110747,True,False,False,True,-0.002336817145158987,0.0023384254198827725,-0.002644227022200324,0.001094743930855624,-0.02334782865096241,-0.006846279244868525,20251006_144126
105,False,-0.014656988871760817,0.18986590914061816,0.12258035066353634,-0.043975268070633185,,0.13723733953529715,0.23384117721125133,0.0008994285994461108,0.00012873251624031571,-0.24737392696894675,0.2232663682295066,0.9746835443037974,0.23271693809718594,0.033400459088888446,0.0006834690130474047,0.000502703141793687,-0.08914209514637218,0.034319256978979945,,0.07448510627461137,0.1555466521616382,0.0002454136446840426,5.229089437290152e-05,0.026143240293571197,0.022421042388651048,0.02999047514538759,0.011346035265250841,False,False,True,False,0.026928912381582792,0.005038307267948516,0.0014967511222572782,0.0006749431798194205,-0.048128350545968666,-0.0001919039073263462,20251006_144126
105,True,-0.014656988871760817,0.18986590914061816,0.14950926304511913,-0.049013575338581694,,0.16416625191687995,0.23887948447919985,0.0006708420236957446,0.00011795365843206862,-0.24887067809120403,0.22394131140932602,0.9746835443037974,0.23421368921944322,0.034075402268707866,0.0006821976142650889,0.0005077410104906287,-0.04101374460040352,0.0345111608863063,,0.026356755728642704,0.15535474825431186,0.0001938341426625276,5.141501425210063e-05,0.026118912961015223,0.022533109206024558,0.02590061821068649,0.010860647238174556,False,False,True,False,0.026928912381582792,0.005038307267948516,0.0014967511222572782,0.0006749431798194205,-0.048128350545968666,-0.0001919039073263462,20251006_144126
106,False,0.0036680284671245576,0.011990768204030666,0.08579486018773934,-0.059231559324958556,,0.08212683172061479,0.07122232752898922,0.0007054499758739177,9.094191036619448e-05,-0.1292039431102504,0.3224346394332545,0.9726027397260274,0.13287197157737496,0.31044387122922384,0.0005318420959369848,0.0008064286337737378,-0.021055697100026836,0.03632252311409097,,0.024723725567151394,0.024331754910060302,0.0001988155984715538,4.728889409376279e-05,0.023061701930624828,0.02839768712014656,0.026560308278969914,0.009536346804001755,False,False,False,False,0.0024254272998093795,-0.003609683473071418,-0.0010994136407796729,0.0003279197113938981,0.008844295460495321,0.011391837543639143,20251006_144126
106,True,0.0036680284671245576,0.011990768204030666,0.08822028748754872,-0.05562187585188714,,0.08455225902042417,0.0676126440559178,0.0007832489385762244,8.595021406745779e-05,-0.12810452946947073,0.3227625591446484,0.9726027397260274,0.13177255793659529,0.31077179094061774,0.0005454687868296983,0.0007981389605447984,-0.029899992560522157,0.04771436065773011,,0.033568021027646715,0.035723592453699445,0.00019787592132385358,5.4714369634533605e-05,0.023355273212482406,0.028251353251566524,0.027986584975238125,0.009270933829310712,False,False,False,False,0.0024254272998093795,-0.003609683473071418,-0.0010994136407796729,0.0003279197113938981,0.008844295460495321,0.011391837543639143,20251006_144126
107,False,0.1720323414554435,-0.034918474633990185,0.09651162775156841,-0.05871732691972682,,0.07552071370387509,0.023798852285736638,0.0007877855145055775,7.416775459191387e-05,-0.12778475997333325,0.32272968744518055,0.9726027397260274,0.2998171014287767,0.3576481620791707,0.0005414666481880552,0.0007977085812973191,-0.03581306523723228,0.029122792999081937,,0.20784540669267576,0.06404126763307212,0.0002201220845475935,5.033784069936947e-05,0.023269435923289054,0.028243735257527804,0.02806751707054932,0.008612070284891657,False,True,False,True,-0.03210801674269956,0.017172681185263786,0.001073191293948117,-0.0004092038362593087,-0.02673249205944256,-0.008070562917033425,20251006_144126
107,True,0.1720323414554435,-0.034918474633990185,0.12861964449426797,-0.07589000810499061,,0.04341269696117553,0.040971533471000424,0.0006937921351062219,7.335114933867213e-05,-0.12885795126728136,0.32232048360892124,0.9726027397260274,0.30089029272272483,0.3572389582429114,0.00053320275072189,0.0008051478609041951,-0.0090805731777897,0.021052230082048512,,0.1811129146332332,0.0559707047160387,0.00017841809972062595,4.226741122908023e-05,0.02309118339803939,0.028375127504633262,0.026339934227446772,0.00856452855320549,False,True,False,True,-0.03210801674269956,0.017172681185263786,0.001073191293948117,-0.0004092038362593087,-0.02673249205944256,-0.008070562917033425,20251006_144126
108,False,-0.4907185742601371,0.52032688099639,-0.018941789655195128,-0.041986858532313376,,0.471776784604942,0.5623137395287034,0.0007600887060570152,0.0001254341598534627,-0.15474468176091177,0.49805669929505997,0.9516129032258065,0.3359738924992253,0.02227018170133005,0.000223791842247385,0.0006171166217981003,-0.102892878559066,0.22839183957433173,,0.3878256957010711,0.2919350414220583,0.00012478954424537843,3.888310399433859e-05,0.014959673868349704,0.024841832094233716,0.02756970631067758,0.011199739276137757,True,False,True,False,0.06483542158680533,0.02530846149179955,-0.0018473173944574817,-0.0005342983061942252,0.010093097854161903,0.011374047413055144,20251006_144126
108,True,-0.4907185742601371,0.52032688099639,0.04589363193161027,-0.06729532002411302,,0.5366122061917473,0.587622201020503,0.0007447515247706164,0.0001119017451547288,-0.15659199915536925,0.4985909976012542,0.9516129032258065,0.33412657510476784,0.021735883395135824,0.00022695119421968732,0.0006211256575755625,-0.09279978070490409,0.2170177921612766,,0.397918793555233,0.3033090888351134,0.00010449393468363219,3.6275376732963924e-05,0.015064899409544271,0.024922392693631213,0.027290136034300312,0.01057836212060869,True,False,True,False,0.06483542158680533,0.02530846149179955,-0.0018473173944574817,-0.0005342983061942252,0.010093097854161903,0.011374047413055144,20251006_144126
109,False,-0.3431352170841451,0.2514437407413548,-0.019895551820105363,-0.043774403353792526,,0.32323966526403974,0.2952181440951473,0.000770742424930185,0.00012641560177865287,-0.15659702967149916,0.4998189266076532,0.9516129032258065,0.18653818741264597,0.24837518586629842,0.0002258809101584745,0.0006213998324296735,-0.10078316976961034,0.22614952084937456,,0.2423520473145348,0.02529421989198022,0.0001377501914836507,3.0550691977439356e-05,0.015029334987233283,0.024927892659221587,0.027762248196610176,0.011243469294601773,True,False,False,False,0.02378751082541125,0.007625997710537402,-0.00014247907651851466,-0.0010548749696568382,0.009572070483475748,0.009023356961914947,20251006_144126
109,True,-0.3431352170841451,0.2514437407413548,0.003891959005305844,-0.05140040106432993,,0.347027176089451,0.3028441418056847,0.0007148714588866188,0.00011275200332769577,-0.15673950874801768,0.49876405163799636,0.9516129032258065,0.18639570833612745,0.24732031089664158,0.00021816670193525832,0.0006189336276414027,-0.09121109928613459,0.21712616388745962,,0.25192411779801055,0.034317576853895165,0.00010297449140504138,3.312324631982978e-05,0.014770467221291895,0.024878376708326506,0.026737080223663518,0.010618474623395574,True,False,False,False,0.02378751082541125,0.007625997710537402,-0.00014247907651851466,-0.0010548749696568382,0.009572070483475748,0.009023356961914947,20251006_144126
11,False,-0.5120194987933782,0.1920888632199582,-0.01619724146208711,-0.0076094881295584995,,0.49582225733129104,0.1996983513495167,0.0006427742908538693,0.00012073691669113839,-0.13934072437956016,0.2076925623059478,0.8888888888888888,0.372678774413818,0.015603699085989603,0.00010827302069271193,0.00012932239027445595,-0.11957844437603268,0.08156397255368035,,0.39244105441734545,0.11052489066627784,0.00011600336697494351,3.894631596615824e-05,0.010405432268421718,0.011372000275873016,0.025352993725670136,0.010988035160625324,True,False,True,False,-0.034873266076107357,-0.009847341817923794,0.0007854412653180987,-0.0007733823666144779,0.006818072188011837,-0.003791790714670798,20251006_144126
11,True,-0.5120194987933782,0.1920888632199582,-0.051070507538194455,0.002237853688365292,,0.4609489912551837,0.1898510095315929,0.0006374331906583473,0.00012891737249144352,-0.138555283114242,0.20691917993933331,0.8888888888888888,0.3734642156791361,0.014830316719375125,0.00010912145925842242,0.00013239721901049805,-0.11276037218802089,0.08535576326835115,,0.3992591266053573,0.10673309995160704,0.0001408137450381456,5.027965174760643e-05,0.010446121732893141,0.011506399046204596,0.025247439289130834,0.01135417863570252,True,False,True,False,-0.034873266076107357,-0.009847341817923794,0.0007854412653180987,-0.0007733823666144779,0.006818072188011837,-0.003791790714670798,20251006_144126
110,False,-0.3059981288878609,0.10421025509173448,-0.00537070982348741,-0.019009107732286874,,0.30062741906437346,0.12321936282402135,0.00045902823437472557,7.448099911086383e-05,-0.2465101928756057,0.12734165168204442,0.9050279329608939,0.05948793601225519,0.02313139659030994,0.0001219286621477231,0.00014290509612298644,-0.17454830869716995,0.01864072023448069,,0.13144982019069093,0.0855695348572538,8.85682247532326e-05,2.827499079939565e-05,0.011042131232136444,0.011954291954063462,0.02142494420937253,0.008630237488671087,True,False,True,False,-0.00599939687689377,0.00340390113096517,0.0005210255015902221,-0.0011429361454805553,-0.004312324520319294,-0.0016727764563802539,20251006_144126
110,True,-0.3059981288878609,0.10421025509173448,-0.011370106700381171,-0.02241300886325205,,0.2946280221874797,0.12662326395498652,0.0004891557269849574,7.340943632034025e-05,-0.24598916737401547,0.12619871553656387,0.9050279329608939,0.06000896151384541,0.021988460444829383,0.000123612830663771,0.00014253886683483942,-0.17886063321748924,0.020313496690860945,,0.12713749567037164,0.08389675840087354,7.374407761234489e-05,2.527283627524457e-05,0.011118130718055575,0.011938964227890099,0.02211686521605079,0.008567930690682566,True,False,True,False,-0.00599939687689377,0.00340390113096517,0.0005210255015902221,-0.0011429361454805553,-0.004312324520319294,-0.0016727764563802539,20251006_144126
111,False,-0.0670404081464509,-0.056688418784994976,-0.018124019636384957,-0.013755092081905201,,0.048916388510065946,0.042933326703089775,0.0004511816733389906,7.865373081220823e-05,-0.24605368674635014,0.1276224085940393,0.9050279329608939,0.17901327859989924,0.1843108273790343,0.00012135334607380582,0.0001430472825711128,-0.16560299220320399,0.023017805890197272,,0.09856258405675308,0.07970622467519226,0.00011518828305015529,3.2486523206856834e-05,0.01101604947673193,0.011960237563322594,0.021241037482641723,0.008868693861680436,False,True,False,True,0.002083918986992922,-0.003889075954517547,0.00062857503600805,0.0010265822983691608,0.018002320596472554,0.0005945417270797337,20251006_144126
111,True,-0.0670404081464509,-0.056688418784994976,-0.016040100649392035,-0.01764416803642275,,0.05100030749705887,0.03904425074857223,0.0004353470359442985,6.879742650430374e-05,-0.2466822617823582,0.12864899089240847,0.9050279329608939,0.1796418536359073,0.18533740967740345,0.00012352478350162644,0.00014381533342608472,-0.18360531279967654,0.02361234761727701,,0.11656490465322564,0.08030076640227199,9.475866763095802e-05,2.796696206670291e-05,0.011114170391964774,0.011992303090986514,0.02086497150595463,0.008294421408651947,False,True,False,True,0.002083918986992922,-0.003889075954517547,0.00062857503600805,0.0010265822983691608,0.018002320596472554,0.0005945417270797337,20251006_144126
112,False,-0.5167230410939514,0.31692092644745695,0.1536504569212691,-0.049794941977597776,,0.6703734980152205,0.3667158684250547,0.0006351105042405361,5.4157537009835935e-05,-0.18217501678026854,0.2700795971021454,0.9769230769230769,0.33454802431368286,0.046841329345311544,0.0001185670190989274,0.0004292812111194603,-0.09218214185495602,0.029392464337486737,,0.4245408992389954,0.28752846210997024,8.742394185264808e-05,2.4426452008327868e-05,0.010888848382585158,0.020719102565494005,0.025201398854836136,0.007359180457757231,True,False,True,False,-0.0066003014011165595,0.00010235051337920131,-0.0008031912588566947,0.00046978507836725747,0.002188808673353637,-0.002827182395376493,20251006_144126
112,True,-0.5167230410939514,0.31692092644745695,0.14705015552015258,-0.049897292490976936,,0.6637731966141039,0.3668182189384339,0.0004945128113954444,3.99769233262676e-05,-0.1829782080391252,0.26960981202377815,0.9769230769230769,0.33374483305482616,0.0473111144236788,0.00011859515424855035,0.00043123688838994217,-0.08999333318160235,0.03221964673286322,,0.42672970791234904,0.28470127971459375,7.014525995072002e-05,2.2177178618799518e-05,0.010890140230894657,0.02076624396442318,0.022237644016294633,0.006322730685887831,True,False,True,False,-0.0066003014011165595,0.00010235051337920131,-0.0008031912588566947,0.00046978507836725747,0.002188808673353637,-0.002827182395376493,20251006_144126
113,False,-0.43962451759876825,0.3597988636679577,0.13553622178464697,-0.05129143072363849,,0.5751607393834153,0.4110902943915962,0.0006359410392170078,5.965618035871241e-05,-0.18273728575187445,0.2698438028093938,0.9769230769230769,0.25688723184689377,0.08995506085856392,0.00011910641177610096,0.00042981633709014623,-0.09688270299465371,0.03506356716934902,,0.34274181460411457,0.3247352964986087,8.414063401783955e-05,2.655840981984286e-05,0.010913588400526242,0.020732012374348668,0.02521787142518194,0.007723741344627771,True,False,True,False,0.016639143299275516,0.0020399693202656777,-0.00030062802835961744,-3.236484694912889e-05,-0.0008547938591150217,0.016784792000207827,20251006_144126
113,True,-0.43962451759876825,0.3597988636679577,0.15217536508392257,-0.05333140004390421,,0.5917998826826908,0.4131302637118619,0.0005281020878189376,4.042207603871899e-05,-0.1830379137802341,0.2698761676563429,0.9769230769230769,0.25658660381853415,0.08992269601161479,0.00011874780534645031,0.0004307921890295383,-0.0977374968537687,0.01827877516914117,,0.34188702074499955,0.34152008849881654,7.619993774361774e-05,2.294235798822351e-05,0.010897146660775486,0.020755533937471673,0.02298047187981434,0.00635783579834514,True,False,True,False,0.016639143299275516,0.0020399693202656777,-0.00030062802835961744,-3.236484694912889e-05,-0.0008547938591150217,0.016784792000207827,20251006_144126
114,False,-0.3682038561442697,0.04263045634066482,0.05958942347483355,-0.041903551892443956,,0.42779327961910324,0.08453400823310878,0.0008856561192316097,0.00011472533138913766,-0.1934665483830031,0.25872001464054584,1.0,0.1747373077612666,0.21608955829988102,0.0004083539159550048,0.00030578263685847806,-0.09967055129219934,0.06029412503176687,,0.2685333048520704,0.01766366869110205,0.00015293353272324847,3.788336579524368e-05,0.02020776870302619,0.01748664166895628,0.02975997512148842,0.01071099114877506,True,False,False,False,0.030319634090466008,0.003081379430590281,-0.00041154213634270187,0.000544949675243156,0.006933644919958737,-0.010600684590421044,20251006_144126
114,True,-0.3682038561442697,0.04263045634066482,0.08990905756529953,-0.044984931323034244,,0.45811291370956925,0.08761538766369906,0.0008595112709607294,0.00011296555203443857,-0.1938780905193458,0.259264964315789,1.0,0.1743257656249239,0.21663450797512418,0.0004088788553977164,0.00030596766672964494,-0.0927369063722406,0.049693440441345826,,0.2754669497720291,0.0070629841006810065,0.00015132530741355783,3.457906926609322e-05,0.020220753086809512,0.017491931475101453,0.02931742265208061,0.010628525393225468,True,False,False,False,0.030319634090466008,0.003081379430590281,-0.00041154213634270187,0.000544949675243156,0.006933644919958737,-0.010600684590421044,20251006_144126
115,False,-0.017772624646081675,0.05948320832725602,0.07937573425615915,-0.0399501693734367,,0.09714835890224083,0.09943337770069272,0.0007481990689109188,0.0001065951411019042,-0.19416890471336612,0.25954712245406375,1.0,0.17639628006728444,0.20006391412680774,0.00040567469784165823,0.00030321108620471476,-0.08554411671904562,0.05069101344204689,,0.06777149207296394,0.008792194885209124,0.00016685380508032506,3.1362720391252005e-05,0.020141367824496385,0.017412957422698615,0.027353227760374438,0.010324492292694309,False,False,False,False,-0.003821521856090318,0.004738484370699597,-0.0004824160130709465,-0.0006861375519148227,-0.004110838185820337,0.0001690819119188336,20251006_144126
115,True,-0.017772624646081675,0.05948320832725602,0.07555421240006883,-0.044688653744136296,,0.09332683704615051,0.10417186207139231,0.0007915191530125148,0.0001076775922946686,-0.19368648870029517,0.2588609849021489,1.0,0.1759138640542135,0.19937777657489292,0.0004073268606839218,0.00030601068026924,-0.08143327853322528,0.05052193153012806,,0.0636606538871436,0.008961276797127958,0.00014037997095529687,3.2770694966374765e-05,0.02018234031731508,0.01749316095704947,0.028133950185008055,0.010376781403434718,False,False,False,False,-0.003821521856090318,0.004738484370699597,-0.0004824160130709465,-0.0006861375519148227,-0.004110838185820337,0.0001690819119188336,20251006_144126
116,False,-0.04130508021469252,0.09350699796859106,0.014889685531168904,-0.002813569478150029,,0.05619476574586142,0.0963205674467411,0.0006440813894610004,0.00011285051168103022,-0.2633011260994131,0.1992610996886255,0.9425287356321839,0.22199604588472055,0.10575410172003442,0.0001819137158559174,0.00019244506810769447,-0.16215266896647956,0.06529274493162734,,0.12084758875178704,0.02821425303696372,0.00011603612567104005,3.810676861130866e-05,0.013487539280977736,0.013872457176278991,0.025378758627265446,0.010623112146684238,False,True,False,False,0.0031377364095700605,0.008604046691613174,0.0003464292677600178,-9.340251624634366e-05,-0.006604890420608023,0.009653721798668212,20251006_144126
